AR_Z_(1),AR_Z_(2),AR_Z_(3),AR_Z_(4),mu_(Z),loglik_Z,logpost_Z,MA_Z,measerr_scale_Z,sigma_Z,VAR_Z,L_5100,L_3000,L_UV,L_H_beta,MG_II,0II_5007,OIII_4959
0.534100960107,0.589305809483,0.0157958301546,0.000112362513647,17.7090504802,137.892281261,137.892281261,7.62650836758e-51,1.12866523022,8.49890792829e-05,0.00234570489796,45.32733,45.48131,2.66e45,43.32896,43.40307,42.46937,42.26057
0.544277380788,0.281835212827,0.00410751055234,1.45858971263e-05,18.8944562406,113.125077775,113.125077775,7.1574083909e-20,0.928673738472,5.15451849642e-05,0.0206438215298,44.51848,44.56355,3.99e43,42.77419,42.88364,42.14843,41.77629
0.497132752873,0.156123059884,0.00194456184681,5.71563867845e-06,19.9198829344,54.439426722,54.439426722,2.56671441737,1.12835548627,6.0208686662e-05,0.14180534825,44.32612,44.48522,3.69e44,42.49316,42.96359,42.26489,41.71549
0.41623580118,0.391727116072,0.0163653040774,0.000218607227824,19.6224306364,65.5670991375,65.5670991375,0.0168552639651,1.29158043963,6.60587627288e-08,0.00427672062573,44.69770,44.94271,3.47e45,42.94092,43.16836,42.23722,41.18078
0.731127176434,1.5299682248,0.0447949435158,0.000486865871624,18.9318040963,100.51363346,100.51363346,2.08156145475e-31,0.993959814838,1.90488964454e-05,0.00504509661386,44.30242,44.85158,5.48e43,42.53794,43.45705,41.93680,42.12107
0.464139762298,0.179344926967,0.00368555230505,1.46471866096e-05,19.7250604414,55.1077943166,55.1077943166,1.20105613021e-24,1.24845742225,0.000106366108067,0.101042759556,44.83574,44.44037,1.28e45,42.97453,42.68371,42.56680,42.05108
0.716236668466,0.456956251838,0.0148739840738,9.10683007305e-05,19.8738406882,58.256014566,58.256014566,8.22660519808e-42,1.29594796902,0.000100896567116,0.00724984931508,44.57033,45.03819,6.45e44,42.60063,43.23716,42.09058,41.75146
0.489555310583,0.216112000159,0.00510754636523,2.00100188157e-05,19.1229347266,78.3196616005,78.3196616005,7.82458459033e-19,1.22100739278,3.07615563269e-05,0.00792361228152,44.30397,45.01922,9.77e43,43.24299,43.23716,42.77714,42.05108
1.20410688648,1.28785797912,0.153418879912,0.0007104098219,18.2702254036,98.9927310704,98.9927310704,1.23620425137e-10,1.11023864794,0.00196746678947,0.0166554103248,44.43193,44.83776,3.95e44,42.59860,42.99633,41.67878,41.75146
1.26195826138,14.4037492154,0.459345819749,0.00418291259879,17.6837866956,115.243242005,115.243242005,9.91277895875e-46,1.33194931132,0.00260423958516,0.00474957350143,44.75459,44.34770,5.36e44,42.46524,42.74858,42.64946,42.27146
0.690545366542,0.197198632247,0.00269680921035,6.68613491663e-06,19.1078113164,95.6338371528,95.6338371528,3.84590575204e-56,1.1594099498,1.85959770786e-05,0.00961237579193,44.69916,44.65749,2.81e43,43.46676,42.96205,42.07596,41.86849
0.709414201277,0.518684822856,0.0126517174022,8.91609817167e-05,19.6323506917,61.5905216707,61.5905216707,9.02964546126e-26,1.0937785169,2.4697882122e-05,0.00482687551559,44.88584,45.15750,2.01e45,42.78628,43.15557,42.64170,42.36900
0.551239022802,0.18657978743,0.00310318244285,1.59305673202e-05,19.816197952,69.1532994617,69.1532994617,4.29233080765e-14,1.08782048375,3.20691294116e-05,0.0149179687472,44.43886,44.86974,8.19e45,43.07690,42.93223,42.35470,42.20851
0.419982897377,0.251867814481,0.00494125975733,3.84686137545e-05,19.700761815,48.8032223981,48.8032223981,1.42159818243e-30,1.26499572001,0.00017383657745,0.020458923579,44.10607,45.20451,1.66e44,42.46310,43.45330,41.79072,41.59024
0.620472157591,0.61252625551,0.0161299825928,7.38178741352e-05,18.3741450344,118.717210268,118.717210268,9.80477965484e-36,1.00895043947,4.65512268969e-06,0.0111711141209,44.28278,44.41496,7.28e44,42.56917,42.80388,42.43821,42.14885
0.502938393005,0.0727951398905,0.000682333565042,1.16060040571e-06,19.5316051514,76.505207695,76.505207695,5.13334497376e-18,1.14121133635,0.000168008909129,0.0144203279344,45.03406,44.07756,1.18e45,42.51944,42.61017,41.49444,41.85274
0.820644770141,0.826102261372,0.0301822580885,0.00040063690912,19.4648722256,74.8451184065,74.8451184065,1.21056214998e-23,1.16943901465,3.95844588943e-05,0.00410351101571,44.28599,44.46839,1.78e44,42.79810,42.98336,41.62131,41.22986
0.531517870433,0.247466385466,0.00424824547684,1.7229939037e-05,18.7450827804,119.769265968,119.769265968,1.9845465302e-44,1.17662985288,1.15772658236e-05,0.0124785191281,44.51935,44.94597,1.57e45,42.05927,43.26494,42.24820,42.19560
0.545861058557,0.0934188377299,0.000852141488534,1.68629290407e-06,19.8698441971,55.4180079713,55.4180079713,1.57661474791e-20,1.18910319939,1.0202839069e-05,0.0486271135363,44.25256,44.97579,2.07e45,43.25239,43.38464,42.40217,41.26026
0.685899192635,0.950570220047,0.0605848454134,0.0020120559547,19.4136013858,72.1911134472,72.1911134472,1.70668449661e-30,1.1262447864,0.180506803005,0.00267782542512,44.13888,45.31695,1.48e45,42.20292,42.59487,41.99311,41.90872
3.38035354332,9.50353635061,30.0064825601,0.0735596298699,17.1448180176,145.332053433,145.332053433,7.60627629747e-13,1.17780592803,1.42033081285e-05,0.00810920000042,44.97359,44.42739,1.12e45,44.17511,42.63465,41.82681,41.46316
0.531991970489,0.457643354167,0.0119490706573,7.89399002304e-05,19.8271502686,62.1153049999,62.1153049999,1.88887127876e-42,1.34242709176,8.15144154875e-06,0.0154451562877,44.90593,44.67777,9.34e44,42.71012,42.81970,42.10764,42.01054
0.420954988534,0.512661278013,0.0106376949412,3.86825010484e-05,19.417973543,71.5749753947,71.5749753947,1.16236232608e-07,1.06983321607,4.3341623209e-05,0.0123195072011,45.67979,44.66881,6.98e44,42.68983,42.33877,42.00149,41.62996
0.511643091895,1.33115640777,0.064612764807,0.000847781096024,19.7097010201,69.3748437803, 69.3748437803,1.26846111361e-14,1.96211749034,4.49039197902e-05,0.00306950768986,44.45743,43.97203,4.11e44,42.50119,43.42820,41.47306,41.89955
0.749859181358,0.253411523157,0.00588615583869,3.09578250868e-05,19.5780427017,12.1248537634,12.1248537634,3.24050600356e-43,0.976220921667,5.69005220375e-05,0.01389324536,44.54183,45.32038,4.19e45,42.85803,42.99291,42.42153,41.72696
0.558485214283,0.378211963585,0.00955742642351,4.52523515721e-05,19.8847689356,66.4995663665,66.4995663665,2.58657207761e-32,1.59759428007,2.23847748917e-05,0.01389324536,44.59501,44.90722,2.81e44,43.04988,43.95267,42.32945,41.63567
0.791105233923,0.26156453166,0.00338533947995,7.98953161788e-06,17.7576059684,110.468086319,110.468086319,2.70746913138e-10,1.16018306453,1.32169064724e-05,0.0067989162649,44.69004,46.03777,2.93e45,42.98457,43.00252,41.22119,41.03894
0.513791392362,0.410287940216,0.0190411214324,9.12665031882e-05,19.4041396704,78.7000261908,78.7000261908,3.48145965593e-43,1.3213202511,0.000820025213873,0.00985549778561,44.78482,44.68607,8.02e44,42.53414,42.81552,41.89582,41.86565
1.01591047043,1.23866803462,0.0903087696603,0.000731224401564,19.6554534039,62.7696588985,62.7696588985,6.54706953707e-15,1.09149226702,5.48649023029e-05,0.0123321880302,45.22008,44.85840,7.05e44,42.60624,42.91650,41.85748,41.63610
0.794100994584,0.419052106761,0.0143049926031,7.66242473726e-05,19.4611511006,87.0233088102,87.0233088102,1067102.24722,1.11412580137,5.44776236973e-09,0.0108646186755,44.67030,44.66664,5.36e44,42.71966,42.88055,42.92163,40.86044
0.526744965299,0.729484359749,0.0186341713616,0.000181820610125,19.5076186895,82.3594703137,82.3594703137,1.95781481293e-39,1.09574089057, 1.24529549385e-05,0.005443880102,44.23784,44.89960,1.91e45,42.34346,43.17620,42.36641,41.51476
0.607103767705,0.183715181535,0.00234339706514,5.86744687122e-06,19.2597868919,102.902357315,102.902357315,1.10759691807e-42,0.938317239344,2.49004263397e-05,0.00209426220007,44.59427,45.16364,8.01e43,42.67943,43.34918,41.82378,41.74407
0.744102888997,0.262367233834,0.00588301123829,2.23046951521e-05,19.8711185597,79.1491046962,79.1491046962,0.378225311075,1.30423757635,3.37801156981e-05,0.0105132729265,44.80879,45.38134,1.63e45,42.52063,42.99591,41.53349,41.82133
0.261177392494,0.839896175287,0.0329510027785,0.00595217605533,19.578613224,54.6850243077,54.6850243077,1.22646140957e-24,1.23957468149,1.99244226699e-05,0.00891620170742,44.75154,44.71793,1.32e45,42.55448,42.67819,42.01386,40.68333
0.641920831872,0.218335564892,0.00264399617301,7.84676256192e-06,18.3998879242,111.662575099,111.662575099,3.81701047241e-22,1.07622393342,1.1457110823e-06,0.00421117256215,44.08426,44.52579,1.01e45,42.22238,42.87405,41.86658,40.86122
0.266303423928,0.297237562695,0.00281356453039,2.25060113959e-05,19.4892142266,76.0111215997,76.0111215997,4.26993202296e-21,1.11115597729,1.19734566186e-05,0.00922962128583,44.34647,44.77300,6.82e44,42.53414,42.82767,41.64106,42.45178
0.381818392816,0.383292403902,0.00937346124083,8.18009231714e-05,20.0013181771,52.0071366377,52.0071366377,74856124641.8,1.306288689,1.977425655e-13,0.00736440937058,44.41080,44.90015,1.58e44,42.31086,43.02815,42.85326,40.90548
0.515325575674,1.00526100455,0.0209236099153,0.000168134193877,19.4256454562,83.4411403466,83.4411403466,3.64097232132e-40,1.00841393741,1.41526094616e-05,0.00656974071119,44.44258,44.95125,4.69e44,42.33134,43.10245,41.57529,42.26538
0.518960553641,0.124331925792,0.00140964397999,4.51654726278e-06,19.1177689394,99.105383611,99.105383611,6.91902613255e-35,1.26681225857,0.000188754495832,0.0110424623927,44.48394,44.86517,6.73e44,42.64806,42.22104,"42.74552

",42.12025
0.787101118822,0.389776569913,0.0161023222908,4.66082559541e-05,17.9255631423,106.255932539,106.255932539,4.64037850604e-09,1.00804719016,1.60030873487e-05,0.0159301551974,45.03598,44.04390,1.19e44,43.01677,42.48675,41.89148,41.94719
0.530989195453,0.359665285554,0.00742662517692,7.52387760214e-05,19.6109738801,59.6783602532,59.6783602532,3.9464947885,1.10357386,9.89558903825e-07,0.0198125901101,44.61065,44.63855,8.45e44,42.68640,42.92635,42.35133,41.81223
0.74285855821,1.78254195914,0.118703063277,0.00392025448808,19.7049906687,72.2080547176,72.2080547176,3.57159585416e-44,1.1489178586,3.3713680944e-05,0.016909853018,44.70652,44.54728,2.03e45,43.10906,42.99379,42.24738,41.59778
0.656394533907,0.220436135596,0.00301970173494,8.63021834297e-06,18.9529141613,97.8211674245,97.8211674245,3.22195093099e-31,1.20784854575,6.53423744887e-05,0.00248307016921,44.83296,44.77257,2.26e44,42.94242,43.10417,42.12112,40.75320
0.472881803545,0.245100454192,0.0035457155611,1.124125213e-05,19.5579022529,59.1533509428,59.1533509428,4.51075045557e-22,1.05906104277,3.51464017669e-05,0.0216847034873,44.32271,45.09934,9.33e44,42.95855,43.11582,41.32674,41.60521
0.205481231065,0.108757699368,0.00314649408563,1.91748893039e-05,16.2350466086,134.099304963,134.099304963,7.68947335239e-24,1.06528808362,0.000256674670945,0.052733360692,44.84746,45.06645,1.98e45,42.99467,43.09889,42.10446,41.95696
0.942472225536,0.617274877691,0.0240727619743,0.000106321629101,19.7472840726,55.6600154623,55.6600154623,1.20368209997e-14,1.13924246185,6.05864492728e-06,0.0151205505313,44.66365,44.86206,4.85e45,42.96763,43.71762,42.44759,41.90367
0.524764690268,0.159126003051,0.00193030652968,7.90679218947e-06,18.8168714271,100.659644711,100.659644711,8.54135230304e-31,0.955395505252,9.99576214825e-06,0.0350755283898,44.76287,45.78051,2.94e44,42.07823,43.36264,42.41232,41.83543
0.396884094449,0.0948283494339,0.000945109674276,2.97899280646e-06,19.5280182941,99.6157107185,99.6157107185,3.35489135933e-45,1.31562783817,0.117436418829,0.0106660658785,45.10199,44.68850,3.45e44,42.26986,43.46540,42.42352,42.34942
5.61837742936,92.2132556621,15.1203785364,0.0582317231685,17.8443343365,282.225265903,282.225265903,1.79231252272e-29,0.874351094626,9.41149607808e-06,0.0220449881074,44.64622,45.12138,7.25e44,42.46464,43.07342,42.75009,42.26263
0.445297486776,0.101819894707,0.000766276908644,1.55777531121e-06,19.2998306019,120.142104175,120.142104175,1.01728884696e-29,0.988731671124,0.00060286631599,0.00796956098338,44.87745,44.82848,1.59e45,42.82392,43.31099,42.49940,41.70028
0.793243573949,0.986991523248,0.0587428185628,0.000735559135465,19.4614340125,88.7141289059,88.7141289059,1.57768007441e-34,1.13024094886,0.00010269712687,0.0381754079155,44.09679,45.09556,3.34e45,42.88789,42.89897,41.63015,41.54967
0.707443260674,0.362974630136,0.00651926842362,1.80461628194e-05,19.1776983793,91.6930471254,91.6930471254,2.29730726911e-37,1.2422931797,3.09646047601e-05,0.0111906442682,44.27269,44.48811,1.19e45,42.22354,43.47677,42.17727,42.27398
0.688906212058,0.189068114008,0.00297063879494,9.12201189352e-06,18.6566491797,104.287969619,104.287969619,2.21862097595e-23,0.994617882006,0.000246872113776,0.0471249279419,44.44430,45.38660,1.52e44,42.74993,43.09807,42.71115,41.72772
0.80549861236,0.523181278463,0.0217726728951,0.000118772086914,19.7027972798,67.2316410418,67.2316410418,5.21866174954e-17,1.03341029903,0.00170801595625,0.0205210969828,44.93558,44.78246,9.22e45,42.63238,43.30349,42.28624,42.22803
1.32905305501,1.41722167734,0.103705585053,0.00121521694609,19.6996684044,58.8887055843,58.8887055843,5.21943169115e-24,0.919749316974,4.07769626251e-05,0.0235734013091,44.09816,44.95779,1.47e45,43.42872,43.27955,42.75240,41.29200
0.512342188712,0.160224303461,0.00168579808307,4.20187242524e-06,19.4667919972,86.7136049305,86.7136049305,9.52943085026e-32,1.09934163531,0.00011314802227,0.0357504397459,44.33125,44.90453,2.43e44,43.11371,43.02225,41.54856,41.82570
0.845991391534,0.47642144321,0.0112989564236,3.3438323781e-05,19.1016813943,106.992710496,106.992710496,4.24351384563e-28,1.25570749915,0.000498260906201,0.111835458487,44.44104,45.34227,3.99e45,43.12829,43.17504,42.34606,41.51603
0.972262913378,1.03595039481,0.0636167735599,0.000753743480045,19.6746771545,68.9302115483,68.9302115483,1.42058678743e-29,0.998567756096,5.41062978426e-05,0.0163684305089,44.33125,45.01199,1.34e46,42.77936,42.10240,42.01922,42.73611
0.743441726524,0.297743253702,0.00506229069805,2.00565984125e-05,19.2543487912,63.2503517654,63.2503517654,1.97913597137e-40,1.13093229008,2.33111874643e-05,0.00349116833872,44.44104,44.20388,2.24e44,43.46437,42.55260,43.19707,41.45944
0.788477927958,0.371207878129,0.00856810863084,3.53238773727e-05,18.3071263861,83.3622420637,83.3622420637,1.13621788728e-58,1.11406249392,0.000279332151491,0.0205791203833,44.88637,44.42333,1.83e45,42.66776,43.10894,42.01806,41.37077
0.905076326843,0.648853605577,0.0301485293278,0.000100259863036,19.6571870815,111.650328778,111.650328778,4.12861940241e-13,1.09678917217,8.57031816857e-06,0.00399011141866,44.30239,44.70367,1.83e45,43.06504,43.42597,41.72686,41.47399
0.639546035717,0.552264264226,0.0240495890449,0.00018499491708,19.0475525461,76.9655180822,76.9655180822,1.00294635287e-27,1.01699258459,0.000140751695726,0.0118995452472,44.22117,45.16175,1.57e45,42.62014,42.34814,41.23371,41.72148
0.943547942829,0.610336297923,0.017948034611,7.21218664071e-05,19.2640793862,206.893463754,206.893463754,8.50693275308e-16,1.2697492739,1.73273913027e-05,0.00442299983384,44.76188,44.19785,3.47e45,42.65596,42.67153,41.78927,41.44395
0.797874278315,1.77283812616,0.108851079059,0.00409177537465,19.1825747126,78.3509420887,78.3509420887,1.92547705578e-28,1.16189246042,5.52274480878e-05,0.00813596110105,45.09383,44.47436,4.96e44,42.77973,43.02249,42.62721,42.11013
0.660476881904,0.333130732293,0.00735610337725,3.34384315436e-05,18.7648023372,79.9719786504,79.9719786504,1.45226192425e-23,1.06221649507,3.33637501624e-05,0.00336943722872,44.44021,44.48945,2.89e44,43.13841,42.99758,41.27474,41.75123
0.4318028434,0.227290874281,0.00268057956779,6.49322179011e-06,19.6953063538,89.7746871417,89.7746871417,5.26712307657e-23,1.12240840348,6.20114868096e-05,0.00932740683244,44.54921,45.16544,1.76e45,43.29014,42.79588,41.97106,41.68625
0.476853529557,0.214806907959,0.0065725890536,5.74707917282e-05,19.6486685525,56.8560546088,56.8560546088,3.55356440208e-38,1.19260902178,0.000263977487567,0.0327600052131,44.65970,44.73836,1.18e45,42.56854,42.95531,42.12706,42.28107
0.764590255095,0.296195635264,0.0466257892282,0.000359625478097,19.5147028696,67.9785918856,67.9785918856,2.01892107179e-31,1.17729438555,6.5376591632e-05,0.0209828434352,44.79900,44.70017,1.82e44,42.33321,42.97747,42.08910,40.65519
0.85599848732,0.297004961985,0.00490264712124,1.22004075355e-05,19.747829784,57.4701995168,57.4701995168,1.00605157541e-33,1.13133355637,7.34226297202e-05,0.0109295573302,44.18964,44.99169,5.56e44,42.37821,43.37527,,41.50676
0.760703039244,0.346185819444,0.0086636859448,3.54658091936e-05,19.3560809171,63.9961046763, 63.9961046763,1.94354844339e-33,1.08786433149,3.86754040566e-05,0.0333672608243,44.25669,45.37277,9.08e44,41.91246,43.20201,,41.59405
0.40142662705,0.184894826635,0.00376338919947,1.40519229014e-05,19.5852391301,81.4403776604,81.4403776604,1.9859313684e-29,1.06003245409,4.90404006445e-05,0.0181403720987,44.35819,44.99354,5.44e44,42.10484,42.73059,,41.85345
0.450715833865,0.178558031324,0.00363488876161,1.02629979701e-05,19.8989499016,57.3919622716,57.3919622716,1.09696010647e-36,0.951157588676,0.000205964679124,0.0150186801558,44.91202,44.65862,8.59e44,42.66324,43.06928,,
0.654735099008,0.58356319453,0.0148883468182,7.94770623988e-05,19.9939206039,67.0726038078,67.0726038078,8.36016994843e+13,1.14375004984,1.79831787669e-16,0.0424605856318,45.05713,44.56841,5.84e44,42.58026,42.78089,,
0.646706937419,0.646706937419,0.203481875932,0.0160515991156,18.1792428087,57.6498642928,57.6498642928,9.86809044971e-29,1.36569455573,0.00292475312458,0.0262358406527,44.56043,44.65633,2.07e45,42.28675,42.88707,,
1.39440260009,0.262367233834,0.291255999558,0.00172427385621,19.8861701671,101.685505133,101.685505133,2.88658433113e-21,1.11357478542,2.66519892773e-05,0.00256090505445,44.78145,44.59963,1.41e45,42.41024,43.05763,,
0.598097730849,0.839896175287,0.00140739120307,2.72853512747e-06,17.9641436423,36.8626229408,36.8626229408,5.4179491314e-49,1.19540474932,5.92238095416e-06,0.00873210448539,44.77507,44.73006,3.38e44,42.71884,42.56775,,
0.468889198274,0.218335564892,0.000691358981643,1.34141200493e-06,18.7273188689,120.631784585,120.631784585,4.38475454611e-46,1.07226458657,1.90329929062e-05,0.0921463100927,44.36424,44.47789,9.04e44,42.63816,42.90808,,
0.782743501945,1.00526100455,0.00173958732635,3.82115280601e-06,20.0174239876,108.378964508,108.378964508,1.78981978758e-13,1.02713490008,4.23401261348e-05,0.0192754147168,44.17580,45.01247,1.32e43,42.27794,42.80545,,
0.500959470129,0.124331925792,0.00975753475578,9.90661833862e-05,19.38363219,57.7352500899,57.7352500899,0.0149072253189,1.10392566291,1.72594343286e-07, 0.0252934771338,44.40151,44.55196,2.89e44,42.67026,43.32544,,
0.722117876694,0.389776569913,0.0813026782781,0.00238944431648,,83.2567503558,83.2567503558,,,,0.0240454234713,44.20654,44.98618,6.62e44,42.11144,42.78329,,
,1.78254195914,,,,,,,,,0.00097578482492,44.59746,45.06799,4.59e44,,42.81910,,
,0.220436135596,,,,,,,,,,44.17015,44.86777,2.73e44,,43.24706,,
,0.245100454192,,,,,,,,,,44.31297,44.71317,1.01e45,,43.23054,,
,0.108757699368,,,,,,,,,,44.52867,44.93590,2.20e45,,42.79880,,
,0.617274877691,,,,,,,,,,44.68251,44.57434,4.22e44,,43.06437,,
,0.159126003051,,,,,,,,,,,44.45962,5.85e43,,42.75987,,
,0.0948283494339,,,,,,,,,,,45.73744,5.17e44,,42.79383,,
,92.2132556621,,,,,,,,,,,44.28572,3.41e45,,43.66837,,
,0.101819894707,,,,,,,,,,,0.01334,1.07e45,,42.68648,,
,1.78414507666,,,,,,,,,,,44.39641,1.48e45,,42.38523,,
,0.151232126266,,,,,,,,,,,44.43794,3.18e44,,42.91559,,
,0.0991770432135,,,,,,,,,,,44.40271,8.92e44,,43.06190,,
,0.163497847774,,,,,,,,,,,44.66232,3.46e44,,,,
,0.409373030149,,,,,,,,,,,,9.01e44,,,,
,1.50069829407,,,,,,,,,,,,6.52e44,,,,
,,,,,,,,,,,,,1.02e45,,,,
,,,,,,,,,,,,,3.11e44,,,,
